class,run,camcol,rerun,field,objid,u,g,r,i,z,ra,dec,specobjid,plate,mjd,fiberid,redshift
QSO,752,6,301,376,1237648705658028244,19.87892,19.25347,19.07604,19.05809,19.01108,199.911823281246,1.03910384844238,4510458470294286336,4006,55328,376,2.477623
GALAXY,109,5,301,40,1237645943435166301,22.93712,21.76881,20.8478,19.94231,19.4676,40.7039937576142,0.585463320569511,4109778564659474432,3650,55244,887,0.6695106
QSO,745,6,301,83,1237648675574055168,20.92931,20.2093,19.54866,19.30762,18.89114,171.252455084647,1.045571123385,4322537093844365312,3839,55575,754,0.2914533
GALAXY,1458,5,301,521,1237651737377571531,23.09828,22.03428,20.4241,19.51657,18.9352,202.873327417564,3.09329945669078,5358237740910178304,4759,55649,291,0.5273139
GALAXY,1350,4,301,263,1237651272967324199,26.5841,20.66106,18.92626,18.29335,17.86697,148.278063270846,62.8315278389125,6440412560206000128,5720,56602,964,0.4171628
STAR,752,6,301,364,1237648705657241785,20.40028,18.75305,18.10373,17.81905,17.6747,198.067480947603,0.966870483432444,8394916526465675264,7456,56727,752,2.887477e-05
QSO,1473,1,301,72,1237651799625171408,21.92298,20.89097,20.61039,20.48126,20.09861,153.906484298532,-1.09281507631625,4260601048962101248,3784,55269,712,2.26865
GALAXY,756,4,301,300,1237648721759175361,24.06556,22.02902,20.20049,19.13471,18.47691,160.779860177945,0.398456573933407,4316892483390468096,3834,56014,699,0.5488843
QSO,1462,6,301,405,1237651755086708852,26.09901,20.32188,19.59395,19.21097,18.94479,185.983827689285,3.51790916453477,5349190684308598784,4751,55646,146,3.416553
STAR,752,3,301,422,1237648704050430074,19.98283,19.11779,18.78176,18.6753,18.60312,206.707248718629,-0.218959386910949,4548765460053291008,4040,55605,472,-0.0005497238
STAR,1345,2,301,576,1237651250439258230,19.51575,18.6446,18.36065,18.2768,18.286,240.272442951357,49.8874952829565,7115861792102477824,6320,56453,634,-0.0002167882
GALAXY,752,6,301,351,1237648705656389947,25.92654,21.78877,19.88541,18.85831,18.52055,196.042017580528,0.876379632128448,4562321888584069120,4052,55600,638,0.5481476
GALAXY,752,6,301,212,1237648705647280399,24.68808,21.6257,20.33229,19.42702,18.79787,175.243234870486,0.917027873900871,4324778723125161984,3841,55572,717,0.4418489
QSO,756,6,301,311,1237648722833637689,21.85236,21.48384,21.37805,21.343,20.97891,162.422252005409,1.23795204732165,4318008205365669888,3835,55570,662,2.377235
STAR,1345,3,301,15,1237651250939363998,21.54047,21.0928,20.918,20.88069,21.09798,113.520001319489,33.8921834453116,4999107279741186048,4440,55539,406,2.388791e-06
GALAXY,756,4,301,237,1237648721755046292,25.88388,22.15133,20.72152,19.61479,18.95928,151.243924852334,0.372225401964971,4311295682348249088,3829,55300,818,0.5619947
GALAXY,752,3,301,175,1237648704034243084,26.24058,22.84013,20.57597,19.49367,18.77395,169.719785035545,-0.241630639852756,4321255888138203136,3838,55588,189,0.6032738
GALAXY,1350,4,301,226,1237651272964899454,22.21409,22.43088,20.62921,19.32653,18.97562,139.030972418507,59.4288290605734,6431226415433838592,5712,56602,313,0.6856966
GALAXY,752,3,301,188,1237648704035095049,26.27806,21.23475,19.77389,18.8849,18.40981,171.76913374856,-0.327970061128621,4322359247838572544,3839,55575,107,0.5014234
GALAXY,1350,4,301,317,1237651272970863035,23.9847,22.25337,20.41524,19.5622,19.15952,165.180068828771,66.3264626416054,8006404367903813632,7111,56741,473,0.4564723
STAR,1045,5,301,163,1237649963532615756,18.2007,16.69593,15.96104,15.69534,15.54793,58.3835153469915,-5.27201853888739,8166306616410042368,7253,56598,562,0.0003293632
QSO,752,6,301,191,1237648705645904045,21.23772,20.53988,20.36341,20.48379,20.19167,172.18210277911,0.846788617470179,4323603070350716928,3840,55574,536,2.38914
GALAXY,752,3,301,173,1237648704034111791,23.39619,21.63084,19.96798,19.14835,18.76009,169.424940257878,-0.278593863001121,4321276778859130880,3838,55588,265,0.4564311
STAR,752,3,301,202,1237648704036012318,25.96865,22.7423,21.78719,20.84004,20.08182,173.796850753642,-0.271671205822149,4323495593089101824,3840,55574,145,0.0003916583
GALAXY,1462,3,301,365,1237651753473475141,23.48036,22.28773,20.71438,19.72292,19.3269,180.098862525913,2.07456295790374,5343790157835988992,4746,55632,979,0.5698836
QSO,94,6,301,93,1237645879551000764,25.91849,20.98709,19.23725,18.55396,18.41879,348.841086940644,1.26880178994817,8263192560479696896,7339,56782,775,1.916581
STAR,1140,2,301,16,1237650369934262590,24.2996,20.79279,20.17266,19.97276,19.95993,155.324781454851,-2.65510795532054,4244770554836086784,3770,55234,465,0.0005919989
STAR,756,2,301,512,1237648720699327221,23.01097,21.63636,21.28229,21.25913,21.14182,192.509443337225,-0.461051446494853,4333604772839616512,3849,55274,58,0.0002542251
GALAXY,1904,6,301,226,1237653653450522793,21.64811,19.53778,18.09998,17.56578,17.1999,11.6750015457731,16.0435578202507,6985207371220578304,6204,56220,452,0.2027338
STAR,752,3,301,429,1237648704050889084,22.23751,20.71708,20.6173,20.62957,20.60613,207.721817713175,-0.269210826484965,4548721479588179968,4040,55605,312,0.0002336528
GALAXY,1473,1,301,54,1237651799623991958,26.69728,21.86106,20.57956,19.67053,19.31836,151.224579926763,-1.05821282254837,4259541944000770048,3783,55246,955,0.5080382
STAR,1345,3,301,49,1237651250941592132,22.02242,21.06097,20.50832,20.38871,20.00105,116.745708719845,38.2809083686365,4128936185786200064,3667,55566,950,0.0003812235
STAR,1241,2,301,117,1237650803732578566,21.38794,20.7229,20.53124,20.41923,20.2879,155.91990119894,-2.91617014260903,4244722451202371584,3770,55234,290,0.0002069685
GALAXY,752,3,301,255,1237648704039485561,23.39113,20.82813,20.38424,19.35905,20.44769,181.816532301984,-0.385373917655584,4327987643599745024,3844,55321,103,0.1137956
QSO,1345,3,301,200,1237651250951487623,20.68688,19.80791,19.64674,19.6417,19.47781,138.319023000555,55.6836773341209,6443569807761272832,5723,56597,162,2.715148
GALAXY,752,6,301,161,1237648705643938576,25.46913,23.27382,20.59994,19.67668,19.14066,167.747685167904,0.979193195564674,4320312506893135872,3837,55572,853,0.554379
GALAXY,1350,4,301,314,1237651272970666540,21.61628,21.57085,20.17171,19.36473,19.47671,164.218425149727,66.247236696759,8006409315706138624,7111,56741,491,0.3065351
GALAXY,1907,3,301,51,1237653664713343718,25.06531,20.8368,19.04007,18.37473,17.9383,130.215606145448,1.3772070725244,5396671444720218112,4793,55648,848,0.386341
GALAXY,1907,1,301,121,1237653663644188924,20.33824,17.96484,16.90353,16.48865,16.25465,140.804415629807,0.788078812095769,8391601499277029376,7453,56749,980,0.0
GALAXY,752,2,301,524,1237648703520243970,24.292,22.24678,20.4059,19.5704,19.10393,222.003561642474,-0.713237860831798,4528386282665734144,4022,55352,61,0.4518205
GALAXY,756,4,301,262,1237648721756684769,25.42976,21.21392,19.30875,18.51996,18.02908,154.991192078876,0.368683733591183,4313533742343450624,3831,55543,768,0.4497991
QSO,1331,5,301,265,1237651191899947272,21.8057,21.52032,21.53953,21.39334,21.46941,146.471153887727,59.8545292878436,6435913360000872448,5716,56684,980,2.288812
STAR,1345,3,301,49,1237651250941592139,21.33461,20.78008,20.58845,20.63395,20.64053,116.679895306629,38.3272938945193,4132135213424373760,3670,55480,300,-0.0002929019
GALAXY,1345,2,301,566,1237651250438603257,25.95848,22.4789,20.24554,19.27285,18.92535,238.91677589156,51.0099127158927,7561660155101376512,6716,56401,423,0.5157179
QSO,1331,1,301,187,1237651189747351857,21.42532,21.03594,20.74842,20.18456,19.88706,132.563875004941,51.0695786196567,5807586432256765952,5158,55913,708,0.5846747
QSO,1302,6,301,425,1237651067893252596,22.64402,21.25835,21.23557,21.263,20.84287,202.378538906212,65.0530780777938,7681094885747388416,6822,56711,748,2.489032
GALAXY,752,3,301,169,1237648704033849919,26.31603,21.74328,20.18437,19.26683,18.79585,168.905401190286,-0.268465218217339,4265146704523358208,3788,55246,865,0.5421746
STAR,1239,6,301,140,1237650797291635503,23.20316,21.57034,21.2398,21.40553,21.21487,141.389514234053,0.845897889387054,4304536438542364672,3823,55534,804,0.000770523
GALAXY,1907,2,301,121,1237653664181059738,24.37944,24.52427,21.3356,19.92205,19.57286,140.829612182613,1.2368877003631,5331216143179509760,4735,55651,291,0.5966502
STAR,1231,4,301,147,1237650761858613536,21.76511,20.97887,20.68101,20.56478,20.11517,191.346604570082,-2.34220132940028,4270578016549793792,3793,55214,144,0.000377905
GALAXY,2074,2,301,128,1237654381441057461,23.53982,22.47253,20.51063,19.32904,18.88367,138.634356433472,51.9129956974148,6450327131364454400,5729,56598,169,0.7431141
QSO,1473,1,301,23,1237651799621960432,25.08583,20.58835,20.32944,19.82669,19.83303,146.581497377667,-1.11302830118942,4308930087527051264,3827,55565,404,1.864337
QSO,1345,3,301,420,1237651250965905636,21.97316,21.00257,20.33687,19.89934,19.37664,204.884660356,63.5450751801622,7267734583075598336,6455,56370,184,1.279728
STAR,1231,3,301,101,1237650761318728306,22.28918,20.90527,20.58839,20.53505,20.3938,184.437367434733,-2.91681558186292,4252602100880175104,3777,55210,284,-0.0001713669
STAR,1140,2,301,84,1237650369938719067,21.55313,20.89601,20.64959,20.67943,20.72404,165.484098809181,-2.93135570766408,4263818774706843648,3787,55565,130,0.0005139895
STAR,1350,1,301,149,1237651271349240121,21.68687,20.87839,20.62696,20.37071,20.25436,127.045619538614,50.0382234912101,4159318434851254272,3694,55209,888,-1.20129e-05
STAR,752,3,301,178,1237648704034439717,22.10408,20.71306,20.4289,20.23883,20.06377,170.263574216523,-0.269054276641952,4322460128030420992,3839,55575,474,-0.000292417
QSO,1331,2,301,272,1237651190289793187,20.76488,19.82987,19.82073,19.77525,19.56652,149.612615231723,59.285582379645,6439054653480693760,5719,56014,120,2.666952
STAR,1331,6,301,105,1237651192426332985,24.40396,22.19349,20.69927,19.80876,19.3704,118.993871635538,42.7447004928413,4138843054055026688,3676,55186,127,-0.0003648988
QSO,1331,5,301,191,1237651191895097741,22.02682,21.88462,21.84748,21.70234,20.77768,131.409419319156,52.58465443325,8211411884315439104,7293,56741,814,1.249815
GALAXY,1045,4,301,69,1237649962989584746,23.14506,21.41677,19.46981,18.8787,18.41432,44.3743824475472,-7.50325536253592,7947793248817967104,7059,56592,239,0.3196291
GALAXY,1907,2,301,132,1237653664181781120,22.11219,20.63111,19.05411,18.36909,17.9237,142.43371447697,1.27011045331937,5339143897044676608,4742,55660,460,0.3402105
STAR,756,4,301,179,1237648721751244973,21.20341,18.57447,17.31524,16.72906,16.40289,142.630721292143,0.233382668661916,8391577859777032192,7453,56749,894,0.0002406079
GALAXY,752,3,301,267,1237648704040272489,22.66057,21.85211,20.1215,19.10721,18.45761,183.574957252524,-0.316577162114725,4330341148339662848,3846,55327,473,0.5823691
GALAXY,1458,5,301,572,1237651737380913998,25.85493,22.91044,21.29038,20.10085,19.77496,210.565278652037,3.08681871719642,4540914667572883456,4033,55332,583,0.5135797
STAR,756,2,301,493,1237648720698081556,21.50964,20.57077,20.51838,20.47753,20.38025,189.6720419005,-0.572237066517157,4332498945277882368,3848,55647,131,0.0003797176
STAR,756,4,301,353,1237648721762648402,21.86708,20.8652,20.64101,20.54893,20.12714,168.728557416996,0.346647148197076,4320351264678014976,3837,55572,994,-0.0002642228
GALAXY,752,6,301,116,1237648705640988820,24.26357,22.30408,21.0764,20.12486,19.74403,160.918098575303,0.945673899851147,4316891926168793088,3834,55569,697,0.6770399
GALAXY,1907,3,301,65,1237653664714261253,22.97966,22.55855,20.52731,19.67696,19.20817,132.382085369804,1.36691624101161,4289684510301941760,3810,55531,21,0.5414677
GALAXY,1907,3,301,104,1237653664716817118,23.23823,21.93823,20.48058,19.48559,19.30341,138.253938394006,1.65532550112152,4303307734466097152,3822,55544,430,0.6238205
STAR,752,3,301,367,1237648704046825515,17.96887,16.56696,16.04522,15.83558,15.74187,198.478321935925,-0.210675245117815,8394762594837786624,7456,56727,192,0.0002336768
STAR,1231,3,301,153,1237650761322135653,19.86592,19.02074,18.74067,18.6174,18.59323,192.150569135786,-2.88946146479849,4254899530627739648,3779,55222,450,0.000290258
QSO,1345,2,301,574,1237651250439127399,20.26861,20.25076,19.90277,20.08832,20.33397,240.100128981841,50.0412913376461,7695573524857679872,6835,56420,173,1.005026
STAR,1045,6,301,164,1237649964069552301,19.70166,18.73342,18.39126,18.23274,18.17107,58.5180164258271,-4.78916189149645,8166312388846088192,7253,56598,583,-0.0003875388
GALAXY,752,3,301,190,1237648704035226215,23.20908,22.62403,20.5362,19.60693,19.11105,171.984150683518,-0.315308323481412,4322350451745550336,3839,55575,75,0.5372629
GALAXY,1462,3,301,427,1237651753477538133,21.69511,21.14336,20.09658,19.36761,19.38193,189.305376137507,2.13562156613821,5352707747178278912,4754,55649,653,0.5508564
QSO,1473,1,301,67,1237651799624843466,19.90385,19.18537,18.79027,18.6854,18.44678,153.125576787011,-1.12858162681765,4243768075210125312,3769,55240,914,3.232932
GALAXY,2074,2,301,154,1237654381442761336,24.94796,21.16582,20.2925,19.47429,19.03021,143.648863310436,54.3199355235701,6447164936392732672,5726,56626,953,0.596774
GALAXY,1412,4,301,261,1237651539255165444,25.2195,21.67322,20.01518,19.23506,19.10506,217.916897229772,64.1091309069915,8021122979956715520,7124,56720,771,0.466712
QSO,752,6,301,330,1237648705655013923,25.2471,22.26122,20.45152,20.27239,19.88474,192.989513303087,0.96036268970302,4334884059668475904,3850,55575,616,3.97466
GALAXY,1904,6,301,189,1237653653448098444,25.32009,22.23886,20.28152,19.36194,18.80027,6.05202702521018,16.2566691952289,6963923299957665792,6185,56217,845,0.4840181
STAR,1345,3,301,74,1237651250943230284,19.62071,18.56814,17.58706,16.3904,15.6698,119.455191292169,41.4230573545501,4143524774968750080,3680,55210,775,-0.0001108887
GALAXY,1462,6,301,595,1237651755099161006,22.42602,21.70114,20.05958,19.16451,18.82014,214.479550445092,3.03011941270014,5384097704723542016,4782,55654,161,0.4776703
QSO,1331,6,301,121,1237651192427381374,23.22726,21.73922,20.17883,19.24707,18.74623,120.713509916034,44.695604530686,7195750105873051648,6391,56329,450,1.049754
GALAXY,1907,2,301,117,1237653664180798059,24.77462,22.63648,20.94996,19.9235,19.53462,140.154902567827,1.22965700399362,4303205205006807040,3822,55544,57,0.582802
GALAXY,1458,5,301,600,1237651737382748925,23.06721,21.73159,20.69582,19.72783,19.26562,214.752932782613,2.8741518919841,4534149927265824768,4027,55629,549,0.6988795
GALAXY,1729,5,301,88,1237652901285331330,23.00309,22.14005,20.41856,19.55527,19.23842,0.782396993472133,-9.42631781126717,8070617494287216640,7168,56625,607,0.4222498
GALAXY,1462,3,301,322,1237651753470656692,22.14907,20.10888,18.54481,17.99281,17.64927,173.595377857258,2.09426330833578,5336864059533488128,4740,55651,358,0.2869853
QSO,756,4,301,338,1237648721761665441,22.77448,21.85658,21.55782,21.21056,20.88084,166.387804226014,0.299506129485202,4319220962194812928,3836,55302,978,1.091938
QSO,1895,6,301,193,1237653614793654820,23.85029,22.13922,22.32813,22.19229,21.81603,133.574303400993,51.6447217908835,5804100431194550272,5155,55946,314,4.078175
GALAXY,1345,2,301,569,1237651250438799861,25.41973,21.30757,19.54119,18.86919,18.44673,239.084488082469,50.6060624070105,7561647235839750144,6716,56401,376,0.4168889
GALAXY,752,3,301,173,1237648704034112088,23.16795,23.20749,21.45684,20.21558,19.70989,169.46865840676,-0.313007389283165,4321265783742853120,3838,55588,225,0.6639771
QSO,1345,3,301,108,1237651250945458501,21.69786,21.38839,21.14083,21.2313,20.86604,123.507456467357,45.5202880225493,4150082538167791616,3686,55268,56,2.206322
QSO,752,6,301,517,1237648705667268855,20.6646,19.78171,19.57529,19.49179,19.17943,220.947251838152,1.04667524564684,4528565228183154688,4022,55352,712,0.959141
GALAXY,1350,4,301,179,1237651272961818858,22.29483,20.58022,18.86775,18.29685,17.96937,129.865795135359,54.3841019803391,5805386859446726656,5156,55925,898,0.3155074
GALAXY,1473,2,301,66,1237651800161649239,24.55871,22.14434,20.8315,19.86492,19.31833,152.962073559592,-0.661936206553843,4312266280834625536,3830,55574,253,0.4667535
QSO,752,6,301,263,1237648705650622928,23.01722,21.33353,21.17207,20.90263,21.21445,182.974756640189,0.85928149855178,4329315029045932032,3845,55323,836,0.183563
GALAXY,2074,2,301,126,1237654381440926446,22.08437,21.43985,21.37623,21.3358,20.79688,138.114122236817,51.8461411370342,6453917032265740288,5732,56326,941,0.143799
GALAXY,1458,5,301,524,1237651737377767672,21.18199,19.40009,17.99314,17.47006,17.04058,203.299612116332,3.05178016909668,4554515906151772160,4045,55622,912,0.2316943
GALAXY,756,4,301,200,1237648721752621765,22.2918,21.82652,21.04644,19.99767,19.64428,145.840722076386,0.380510164049063,4307939152638963712,3826,55563,895,0.6963032
STAR,756,4,301,378,1237648721764287016,21.3917,20.71208,20.50306,20.44883,20.24458,172.48335410549,0.242812593505473,4322604164053659648,3839,55575,998,0.0006287621
QSO,752,2,301,554,1237648703522210177,20.79533,20.07331,19.68443,19.2197,19.0978,226.517813201187,-0.764523416918502,4521661949125783552,4016,55632,174,1.661751
GALAXY,756,4,301,122,1237648721747509345,22.85305,22.16766,20.62792,19.72194,19.00117,134.084382510587,0.414835579903531,4295517419587956736,3815,55537,761,0.5516768
GALAXY,1350,4,301,289,1237651272969028168,24.41408,23.05537,21.0393,19.90755,19.47288,155.935408717329,64.7248562910831,7974874772146941952,7083,56722,457,0.5207356
GALAXY,1404,2,301,45,1237651503807529276,22.52314,20.82966,19.04595,18.45846,18.1573,205.686552426858,-0.45901110352835,4552097530460696576,4043,55630,306,0.3261922
STAR,1231,5,301,52,1237650762389258644,22.03679,21.4995,21.23685,21.21321,21.09219,177.116890161827,-1.91657921750387,4267362494693699584,3790,55208,734,0.0006052016
STAR,1241,2,301,48,1237650803728056675,22.99438,21.10205,20.6858,20.57131,20.43586,145.483826289385,-2.59042798174698,4258257164630159360,3782,55244,377,0.001220008
QSO,308,5,301,104,1237646798137852889,21.71386,21.12986,20.98407,20.97135,20.6322,121.82583978716,0.863745626870408,5342664537169129472,4745,55892,980,2.5362
STAR,756,6,301,392,1237648722838945960,20.09819,19.21035,18.92494,18.82863,18.77072,174.575593993922,1.18190874118845,5336800287859077120,4740,55651,126,0.0001756489
